Speaker,Utterance,File_ID
B,<ds>uh</ds>,206
A,and I understand Six Flags is real expensive now,206
B,it <ds>uh</ds> I heard it twenty bucks a whack,206
B,for adults,206
A,<ds>oh yeah</ds>,206
B,<ds>yeah</ds>,206
B,that is awful high,206
B,<ds>oh</ds> <ds>well</ds>,206
A,twenty bucks a whack now,206
B,<ds>yeah</ds> or twenty-one,206
A,but at least once you pay your way in there,206
B,<ds>yeah</ds> <ds>yeah</ds>,206
A,at Six Flags,206
B,<ds>yeah</ds> everything free except for the food,206
A,<ds>yeah</ds> <ds>yeah</ds> food and junk to carry out,206
A,so that that not as bad,206
B,<ds>yeah</ds>,206
B,<ds>yeah</ds>,206
A,but golly,206
A,you know Disney World or Disney Land,206
B,<ds>uh-huh</ds>,206
A,<ds>well</ds> our problem is that you know a trip to Six Flags or Disney World or <ds>uh</ds> Disney Land or God forbid Disney World would take forever,206
B,<ds>really</ds>,206
A,or you have to pay air fare,206
B,<ds>uh-huh</ds>,206
A,and <ds>ooh</ds> for a family you know for a family it gets pretty expensive pretty quick,206
B,<ds>oh yeah</ds>,206
A,rent a car when you get there and all that,206
A,<ds>yeah</ds>,206
B,that why I lucked out my Dad worked for Braniff when I was a kid so we got you know our air fare free and we got,206
B,<ds>okay</ds>,214
A,<ds>all right</ds>,214
A,what have you seen,214
B,the latest movie I seen that I thought was fantastic was DANCES WITH WOLVES,214
A,that I knew you were going to say that,214
A,I wanted I want,214
B,<ds>oh</ds> man,214
A,to go see that,214
B,I I just finally ended up going to see it <ds>uh</ds> and one day my husband had the kids and I just went because we could n't we could never get to go see it together because it so long,214
B,by the time we had a babysitter for that long,214
A,gosh,214
B,so I finally just went to see it,214
B,and I just thought it was fantastic,214
A,<ds>yeah</ds>,214
A,I I I watched <ds>uh</ds> Costner on the Academy Awards,214
A,I was really happy that he got I was hoping he was going to get Best Actor,214
B,<ds>yeah</ds>,214
B,<ds>yeah</ds>,214
A,<ds>uh</ds> but he he he did pretty good on that one,214
B,that was quite a the buffalo scene in that thing,214
A,<ds>yeah</ds>,214
B,was so real,214
B,it like I mean it just,214
A,<ds>yeah</ds> I I bet,214
B,blew me away,214
A,<ds>yeah</ds>,214
A,there several of them that are out right now that I want to see,214
A,<ds>uh</ds>,214
B,<ds>yeah</ds>,214
A,DANCES,214
A,<ds>uh</ds> SILENCE OF THE LAMBS,214
B,<ds>uh</ds> I I afraid to go see that one,214
B,that one looks so scary just,214
B,from the previews,214
B,I thought gosh,214
A,nay,214
B,I probably have nightmares for the next six months,214
B,it supposed to,214
A,nay,214
A,that what people said,214
B,be good though,214
B,I know some friends who went to see it,214
A,<ds>yeah</ds>,214
B,they said it was really riveting,214
A,<ds>yeah</ds>,214
A,<ds>well</ds> you know they they that what they said about THE EXORCIST you know,214
A,<ds>no</ds> <ds>no</ds> it terrible,214
A,you have nightmares you know,214
A,I watched last weekend,214
A,me and my roommate,214
A,we we laughed about it,214
B,<ds>well</ds> you not a thirteen year old,214
B,I do n't know,214
B,I saw it when I was a kid and I thought <ds>oh</ds> man,214
A,<ds>well</ds> I tell well I guess I I guess it was because I read the book before I saw the movie,214
B,<ds>oh</ds> <ds>uh-huh</ds>,214
A,and the book to me was far more frightening than the movie was,214
B,<ds>oh really</ds>,214
B,<ds>huh</ds>,214
B,gosh,214
A,<ds>yeah</ds>,214
A,he a very good writer and he had a way of putting you in that scene you know,214
A,<ds>it was</ds>,214
B,<ds>oh</ds> boy,214
A,<ds>yeah</ds>,214
A,and <ds>of course</ds> I was I was living alone at the time and it was late at night and scary and you know,214
A,you start hearing noises,214
B,gosh,214
B,call the crisis line,214
A,<ds>you know</ds>,214
B,<ds>yeah</ds> I bet,214
A,and there rats in the attic you know,214
B,<ds>oh</ds> gosh,214
A,<ds>uh</ds> let see,214
A,there was a couple of others that are out,214
A,and I ca n't remember,214
B,I saw one I thought was crummy,214
B,with that new <ds>uh</ds> Michael J Fox movie THE HARD WAY,214
B,where he plays a a actor that <ds>uh</ds> like th- <ds>huh</ds>,214
A,<ds>yeah</ds>,214
A,I I did n't I did n't even like the previews on that,214
B,<ds>oh</ds> <ds>i know</ds>,214
B,it was well I ended up at the theater and there was did n't seem to be anything else on I wanted to see so I try that,214
B,but it was n't worth anything,214
B,I did n't care,214
A,<ds>no</ds>,214
B,for that at all,214
A,I I do n't much care for Michael J Fox anyway,214
B,<ds>yeah</ds>,214
B,<ds>well</ds> the last two I saw him in one of those BACK TO THE FUTURE PART THREE deals and that was crummy also,214
B,I,214
A,<ds>yeah</ds>,214
B,did n't think that was any good so,214
A,I saw the original BACK TO THE FUTURE and then I I know I hardly ever go see a sequel,214
B,<ds>yeah</ds>,214
A,I mean I think I think the only I ever seen a sequel was TWO THOUSAND AND ONE,214
B,<ds>oh</ds> boy,214
A,<ds>uh</ds> TWO THOUSAND AND TEN was far better,214
B,<ds>yeah</ds>,214
B,<ds>yeah</ds>,214
A,two THOUSAND AND ONE was a good movie if you had read the book,214
B,<ds>well</ds> I had n't read it and I could n't figure what was going on half the time so,214
A,<ds>yeah</ds>,214
A,<ds>no</ds> nobody could figure it out,214
A,I mean,214
B,<ds>yeah</ds>,214
A,the the book was so much <ds>uh</ds> there just things all you can do is put it in words,214
A,you ca n't put it in pictures,214
B,<ds>yeah</ds>,214
B,<ds>yeah</ds>,214
A,you know a lot of that stuff that was going on in the film you co say what is this,214
A,you know what the significance of the apes you know,214
B,<ds>yeah</ds> <ds>yeah</ds>,214
B,I should probably go back and read the book now that I just saw the movie again not too long ago,214
A,<ds>oh</ds> the book is really good,214
A,I mean I I keep a little library of books that I just like to read over and over again and that one of them,214
B,<ds>wow</ds>,214
B,<ds>huh</ds>,214
A,it it so well written,214
B,<ds>huh</ds>,214
B,<ds>well</ds> I have one I bet you have n't seen if you do n't have kids,214
B,OTIS AND MILO,214
A,<ds>oh</ds> you right,214
A,I have n't,214
B,<ds>oh</ds> that is that is the most precious movie,214
B,it has w- to see it on the big screen because it just the most gorgeous nature scenes you ever seen in your life,214
B,and it all this it the story of this little cat and dog and it not like cutesy,214
B,it just <ds>uh</ds> it just so realistic,214
B,everything they do,214
B,you wonder how in the world they ever got them to do some of these things,214
A,<ds>huh</ds>,214
A,<ds>oh</ds> those,214
B,and it was,214
A,a real dog and cat,214
B,a real dog and,214
A,<ds>huh</ds>,214
B,cat and all the other animals,214
B,they initially start out in the barnyard kind of setting where they raised,214
B,and then the cat gets <ds>um</ds> on this treacherous journey,214
B,he climbs into a box and ends up floating down this river and he winds up all over creation,214
B,I do n't know where in the world it is,214
B,somewhere in China somewhere I think that it was filmed,214
A,<ds>huh</ds>,214
B,but <ds>uh</ds> it just really an incredible thing,214
A,so sounds sort of like the incredible journey,214
B,<ds>yeah</ds>,214
B,it was pretty wild and MUMBLEx,214
B,<ds>of course</ds> the only sound is Dudley Moore narrates it,214
A,<ds>uh-huh</ds>,214
B,but there no you know nothing else to keep it going,214
B,but it really keeps,214
A,<ds>huh</ds>,214
B,keeps me going,214
B,I I seen it twice now,214
A,<ds>yeah</ds>,214
A,th- that sounds a lot like a Walt Disney film,214
B,<ds>huh</ds>,214
A,sounds a lot a like a Walt Disney film,214
B,<ds>yeah</ds>,214
B,it was like the best of the Walt Disney ones,214
B,Walt Disney kind of gotten worse in my opinion over the past few years,214
A,<ds>oh yeah</ds>,214
A,not anymore,214
A,I mean I I I was raised on Walt Disney films,214
A,<ds>you know</ds>,214
B,<ds>yeah</ds>,214
A,OLD YELLER,214
A,<ds>uh</ds> BIG RED,214
B,<ds>yeah</ds>,214
B,all those old good ones that you you know wish they had on,214
A,<ds>yeah</ds>,214
B,more now but,214
A,when I was a little kid I saw the INCREDIBLE JOURNEY on Christmas Eve and,214
B,<ds>oh</ds> boy,214
A,it was so good that I had forgotten,214
B,<ds>huh</ds>,214
A,that it was Christmas Eve,214
A,I mean,214
B,that pretty good,214
A,that something for a kid,214
B,<ds>really</ds>,214
A,and that was something for greedy old me at Christmas time I tell you,214
B,let see,214
B,what are some other ones I seen lately,214
B,I trying to remember,214
B,I ca n't,214
B,<ds>oh</ds> I just saw one on the video,214
B,<ds>oh</ds> <ds>um</ds> have you seen THE GOds MUST BE CRAZY PART TWO,214
A,<ds>no</ds>,214
B,that is a riot,214
A,is it,214
B,<ds>yeah</ds>,214
B,the first one was really good,214
B,but the second one,214
B,is really good too,214
B,I was really surprised,214
A,<ds>yeah</ds>,214
A,I did n't much care for the first one,214
A,maybe that,214
B,<ds>no</ds> I thought it was funny,214
B,but that my sense of humor,214
A,<ds>well</ds> I I have to go get that one I guess,214
B,it hard to find movies that are n't terrible violent or terribly bunch of sex going on anymore,214
B,and I just I guess I just middle America or something,214
B,I just go to be entertained and,214
A,<ds>yeah</ds>,214
A,it it,214
B,and not really interested in some of the like the TERMINATOR or some of the Schwarzenegger stuff,214
B,I just,214
A,<ds>yeah</ds>,214
A,I get so tired of you know these you know sequels,214
A,number nine number ten number,214
B,<ds>yeah</ds>,214
A,fourteen,214
B,FREDDY REVENGE PART TWENTY-FIVE or whatever,214
A,<ds>yeah</ds> <ds>you know</ds>,214
A,<ds>yeah</ds> <ds>you know</ds>,214
B,<ds>yeah</ds>,214
B,I never,214
A,FREDDY EATS A NUCLEAR WARHEAD you know,214
A,I I just I so sick and tired of that,214
A,I just ca n't believe it,214
A,it like ROCKY films,214
A,I,214
B,<ds>yeah</ds>,214
B,<ds>yeah</ds>,214
B,I never seen any of those,214
A,I have n't seen a one,214
A,I ca n't stand Stallone,214
B,<ds>yeah</ds>,214
B,I ca n't either,214
B,he seems so macho I just,214
A,<ds>yeah</ds>,214
A,and I I was afraid that RAMBO was going to do the same thing that ROCKY was going to do you know,214
B,<ds>yeah</ds>,214
A,go into fourteen hundred episodes,214
B,<ds>yeah</ds>,214
A,now I do n't I hardly ever watch T V,214
A,if I ever get the hankering to see something I got I do n't know maybe about thirty or forty movies and I just,214
B,<ds>yeah</ds>,214
B,when they so cheap too at the video stores that you can,214
A,<ds>yeah</ds>,214
A,I do n't even rent them,214
A,<ds>you know</ds>,214
B,you do n't,214
A,I I figure if I find a movie I like I buy it,214
A,cause I just watch them over and over again,214
B,that like my husband does that,214
B,he can watch,214
A,<ds>yeah</ds>,214
A,I,214
B,them over and over,214
B,and I there very few I would want to see that many times,214
B,so he he once he has one he likes he likes to watch it over and over,214
A,<ds>yeah</ds>,214
A,my my very favorite one that the top of the tick for me is <ds>uh</ds> EXCALIBUR,214
B,<ds>oh yeah</ds>,214
B,that was a good one,214
B,I have n't seen that one in a long time,214
A,I I loved that film,214
A,<ds>um</ds> it just so well done,214
B,<ds>yeah</ds>,214
A,and I lived over in England for four years,214
B,<ds>oh</ds> boy,214
A,that was the first place I ever saw it,214
B,<ds>uh-huh</ds>,214
A,and it was just gosh it was so good,214
B,<ds>oh</ds> gosh,214
A,it was it was filmed in Ireland,214
B,<ds>huh</ds>,214
A,and they got pretty scenery in Ireland,214
B,<ds>yeah</ds> I bet,214
A,<ds>yeah</ds> it nice,214
B,gosh,214
A,and I I been down to the south of England where supposedly King Arthur castle was,214
B,<ds>oh</ds> boy,214
B,so that really has a lot of meaning for you to see that,214
A,<ds>yeah</ds> <ds>it was</ds> <ds>yeah</ds> it was unimpressive to look at,214
A,I mean the whole thing was about the size of a a medium house,214
A,<ds>yeah</ds>,214
A,it was n't,214
B,<ds>oh really</ds>,214
B,<ds>well</ds> when I was in England years ago,214
B,and I went to to like Shakespeare and you know Stratford-On-Avon,214
A,<ds>oh yeah</ds>,214
B,and all that and it was like you could n't stand up inside of it because it was so,214
A,<ds>yeah</ds>,214
B,short,214
B,the ceilings,214
A,<ds>yeah</ds>,214
B,were so short,214
B,but,214
B,<ds>yeah</ds>,214
A,<ds>yeah</ds>,214
A,there some nice stuff over there to see,214
B,<ds>yeah</ds>,214
A,I I spent four years traveling around and did n't see you know hardly anything,214
A,I just,214
B,<ds>oh</ds> boy,214
A,I need,214
A,to go over there and stay about twenty years so I can just travel,214
